DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): asia.api.riotgames.com:443
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /riot/account/v1/accounts/by-riot-id/%EC%A0%95%EC%8B%A0%EB%A0%A5%EB%82%A8%EC%9E%90/KR1?api_key=RGAPI-95101269-3285-49ae-9ba0-2fe8f393ba0a HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): asia.api.riotgames.com:443
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/by-puuid/yHkoNLe-mR186rkynN39frLVYFq3VvaFHlBrYqZvgslFXFaKPR7FxsE2h3lPavilFnOduruwyjhD5Q/ids?start=0&count=45&queue=420 HTTP/1.1" 200 None
INFO:riotwatcher.Handlers.RateLimit.Limits:rate limit changed from 0/0s to 20/1s
INFO:riotwatcher.Handlers.RateLimit.Limits:rate limit changed from 0/0s to 100/120s
INFO:riotwatcher.Handlers.RateLimit.Limits:rate limit changed from 0/0s to 2000/10s
INFO:root:Games (45), Stopped because number_of_games (-55) reached.
INFO:root:Match ids Length: 45
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807587968 HTTP/1.1" 200 None
INFO:riotwatcher.Handlers.RateLimit.Limits:rate limit changed from 0/0s to 2000/10s
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807587968/timeline HTTP/1.1" 200 None
INFO:riotwatcher.Handlers.RateLimit.Limits:rate limit changed from 0/0s to 2000/10s
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807583215 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807583215/timeline HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807566419 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807566419/timeline HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807549124 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807549124/timeline HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807525202 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807525202/timeline HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807491827 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:https://asia.api.riotgames.com:443 "GET /lol/match/v5/matches/KR_6807491827/timeline HTTP/1.1" 200 None
